Marca,Submarca,Versión,Modelo,Trans.,Comb.,Cilindros,Potencia (HP),Tamaño (L),Categoría,R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Calificación Contam. Aire
NISSAN,VERSA,SEDAN 4PTS 1.6L 4CIL 106HP AUT,2012,AUT,Gasolina,4,106,1.6,AUTOS COMPACTOS,14.60,20.90,18.27,13.70,170.00,24.00,8,?
NISSAN,VERSA,SEDAN 4PTS 1.6L 4CIL 106HP AUT,2013,AUT,Gasolina,4,106,1.6,AUTOS COMPACTOS,14.60,20.90,18.27,13.70,170.00,24.00,8,?
NISSAN,VERSA,SEDAN 4PTS 1.6L 4CIL 106HP AUT,2015,AUT,Gasolina,4,106,1.6,AUTOS COMPACTOS,14.60,20.90,18.27,13.70,170.00,24.00,8,?
MAZDA,CX-3,WAGON 4X4 5PTS 2.0L 4CIL 146HP AUT,2016,AUT,Gasolina,4,146,2.0,AUTOS COMPACTOS,14.60,19.40,17.81,13.36,175.00,6.00,8,9
NISSAN,VERSA,SEDAN 4PTS 1.6L 4CIL 106HP AUT,2016,AUT,Gasolina,4,106,1.6,AUTOS COMPACTOS,14.60,20.90,18.27,13.70,170.00,24.00,8,?
SUZUKI,S-CROSS,2WD 5PTAS 1.6L 4CIL118HP MAN,2016,MAN,Gasolina,4,118,1.6,AUTOS COMPACTOS,14.50,20.30,16.64,12.48,187.00,14.00,7,8
SUZUKI,S-CROSS,2WD 5PTAS 1.6L 4CIL118HP MAN,2015,MAN,Gasolina,4,118,1.6,AUTOS COMPACTOS,14.50,20.30,16.64,12.48,187.00,14.00,7,8
SUZUKI,S-CROSS,2WD 5PTAS 1.6L 4CIL118HP MAN,2017,MAN,Gasolina,4,118,1.6,AUTOS COMPACTOS,14.50,20.30,16.64,12.48,187.00,14.00,7,8
MERCEDES,A 200,CGI 5PTAS 1.6L 4CIL 156HP TURBO AUT,2018,AUT,Gasolina,4,156,1.6,AUTOS COMPACTOS,14.49,21.28,18.29,13.72,170.00,12.00,8,9
MERCEDES,A 200,CGI 5PTAS 1.6L 4CIL 156HP AUT TURBO,2016,AUT,Gasolina,4,156,1.6,AUTOS COMPACTOS,14.49,21.28,18.29,13.72,170.00,12.00,8,9
MERCEDES,A 200,CGI 5PTAS 1.6L 4CIL 156HP MAN TURBO,2016,MAN,Gasolina,4,156,1.6,AUTOS COMPACTOS,14.49,21.28,18.29,13.72,170.00,12.00,8,9
MITSUBISHI,LANCER,4PTAS 2.0L 4CIL 152HP CVT,2016,CVT,Gasolina,4,152,2.0,AUTOS COMPACTOS,14.42,22.32,17.15,12.86,181.00,15.00,8,8
HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP MAN,2011,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.40,18.60,16.03,12.02,194.00,11.00,7,9
HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP MAN,2011,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.40,18.60,16.03,12.02,194.00,11.00,7,9
HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP MAN,2012,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.40,18.60,16.03,12.02,194.00,11.00,7,9
HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP MAN,2012,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.40,18.60,16.03,12.02,194.00,11.00,7,9
HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP MAN,2013,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.40,18.60,16.03,12.02,194.00,11.00,7,9
HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP MAN,2013,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.40,18.60,16.03,12.02,194.00,11.00,7,9
MAZDA,MAZDA2,HATCHBACK 5PTS 1.5L 4CIL 102HP AUT,2015,AUT,Gasolina,4,102,1.5,AUTOS COMPACTOS,14.40,18.80,17.48,13.11,178.00,14.00,8,?
DODGE,VISION,4PTAS 1.6L 4CIL 113HP MT,2016,MAN,Gasolina,4,113,1.6,AUTOS COMPACTOS,14.31,18.78,16.03,12.02,194.00,28.00,7,6
MAZDA,MAZDA3,SEDAN 4PTS 2.5L 4CIL 185HP AUT,2014,AUT,Gasolina,4,185,2.5,AUTOS COMPACTOS,14.30,21.50,16.84,12.63,185.00,9.00,7,9
NISSAN,SENTRA,4PTS 1.8L 4CIL 129HP MAN,2015,MAN,Gasolina,4,129,1.8,AUTOS COMPACTOS,14.30,22.40,17.08,12.81,182.00,17.00,8,8
MAZDA,MAZDA3,SEDAN 4PTS 2.5L 4CIL 188HP AUT,2015,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.30,21.70,18.27,13.70,170.00,9.00,8,9
MAZDA,MAZDA3,s 4PTAS 2.5L 4CIL 188HP AUT R16,2016,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.30,21.70,16.89,12.67,184.00,9.00,7,9
MAZDA,MAZDA3,i TOURING 4PTAS 2.5L 4CIL 188HP AUT R16,2017,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.30,21.70,16.89,12.67,184.00,9.00,7,9
CHEVROLET,CRUZE,4PTS 1.4L 4CIL 138HP MAN TURBO,2016,MAN,Gasolina,4,138,1.4,AUTOS COMPACTOS,14.29,23.88,17.45,13.08,178.00,6.00,8,9
VW,CLASICO,TDI 4PTS 1.9L 4CIL 100HP MAN TURBO DIESEL,2012,MAN,Diesel,4,100,1.9,AUTOS COMPACTOS,14.29,21.74,18.27,13.70,196.00,211.00,7,?
VW,CLASICO,TDI 4PTS 1.9L 4CIL 100HP MAN TURBO DIESEL,2013,MAN,Diesel,4,100,1.9,AUTOS COMPACTOS,14.29,21.74,18.27,13.70,196.00,211.00,7,?
VW,JETTA,GP 4PTS 1.9L 4CIL 100HP MAN TDI,2011,M5,Diesel,4,100,1.9,AUTOS COMPACTOS,14.29,21.74,18.27,13.70,196.00,211.00,7,?
FORD,FOCUS,SEDAN 4PTS 2.0L 4CIL 160HP MAN,2014,MAN,Gasolina,4,160,2.0,AUTOS COMPACTOS,14.26,21.42,16.79,12.59,185.00,19.00,7,8
NISSAN,SENTRA,4PTS 1.8L 4CIL 129HP MAN,2013,MAN,Gasolina,4,129,1.8,AUTOS COMPACTOS,14.25,22.36,17.03,12.77,183.00,17.00,8,8
NISSAN,SENTRA,4PTAS 1.8L 4CIL 129HP CVT,2016,MAN,Gasolina,4,129,1.8,AUTOS COMPACTOS,14.25,22.36,17.03,12.77,183.00,17.00,8,8
KIA,SOUL,5PTAS 1.6L 4CIL 122HP AUT,2017,AUT,Gasolina,4,122,1.6,AUTOS COMPACTOS,14.22,20.28,17.81,13.36,175.00,24.00,8,?
KIA,SOUL,5PTAS 1.6L 4CIL 122HP AUT,2018,AUT,Gasolina,4,122,1.6,AUTOS COMPACTOS,14.22,20.28,17.81,13.36,175.00,24.00,8,?
KIA,SOUL,5PTAS 1.6L 4CIL 122HP AUT,2016,AUT,Gasolina,4,122,1.6,AUTOS COMPACTOS,14.22,20.28,16.43,12.32,189.00,24.00,7,7
FORD,FOCUS,HATCHBACK 5PTS 2.0L 4CIL 160HP MAN,2012,MAN,Gasolina,4,160,2.0,AUTOS COMPACTOS,14.20,21.40,16.73,12.55,186.00,16.00,7,8
FORD,FOCUS,SEDAN 4PTS 2.0L 4CIL 160HP MAN,2012,MAN,Gasolina,4,160,2.0,AUTOS COMPACTOS,14.20,21.40,16.73,12.55,186.00,16.00,7,8
FORD,FOCUS,HATCHBACK 5PTS 2.0L 4CIL 160HP MAN,2013,MAN,Gasolina,4,160,2.0,AUTOS COMPACTOS,14.20,21.40,16.73,12.55,186.00,19.00,7,8
FORD,FOCUS,SEDAN 4PTS 2.0L 4CIL 160HP MAN,2013,MAN,Gasolina,4,160,2.0,AUTOS COMPACTOS,14.20,21.40,16.73,12.55,186.00,19.00,7,8
HONDA,FIT,FUN 5PTS 1.5L 4CIL 130HP CVT,2015,CVT,Gasolina,4,130,1.5,AUTOS COMPACTOS,14.20,20.40,17.83,13.37,174.00,5.00,8,9
HONDA,FIT,HIT 5PTS 1.5L 4CIL 130HP CVT,2015,CVT,Gasolina,4,130,1.5,AUTOS COMPACTOS,14.20,20.40,17.83,13.37,174.00,5.00,8,9
MAZDA,MAZDA3,SEDAN 4PTS 2.5L 4CIL 188HP MAN,2015,MAN,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.20,21.10,18.03,13.52,172.00,9.00,8,9
MAZDA,MAZDA3,HATCHBACK 5PTS 2.5L 4CIL 188HP AUT,2015,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.20,21.30,18.08,13.56,172.00,9.00,8,9
HONDA,FIT,FUN 5PTS 1.5L 4CIL 130HP CVT,2016,CVT,Gasolina,4,130,1.5,AUTOS COMPACTOS,14.20,20.40,17.83,13.37,174.00,5.00,8,9
HONDA,FIT,HIT 5PTS 1.5L 4CIL 130HP CVT,2016,CVT,Gasolina,4,130,1.5,AUTOS COMPACTOS,14.20,20.40,17.83,13.37,174.00,5.00,8,9
MAZDA,MAZDA3,SEDAN 4PTS 2.5L 4CIL 188HP AUT,2016,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.20,21.30,18.08,13.56,172.00,9.00,8,9
HONDA,FIT,FUN 5PTAS 1.5L 4CIL 130HP CVT,2017,,Gasolina,4,130,1.5,AUTOS COMPACTOS,14.20,20.40,17.83,13.37,174.00,5.00,8,9
HONDA,FIT,HIT 5PTAS 1.5L 4CIL 130HP CVT,2017,,Gasolina,4,130,1.5,AUTOS COMPACTOS,14.20,20.40,17.83,13.37,174.00,5.00,8,9
MAZDA,MAZDA3,s 4PTAS 2.5L 4CIL 188HP MAN R16,2016,MAN,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.20,22.10,16.92,12.69,184.00,8.00,7,9
MAZDA,MAZDA3,s GRAND TOURING 4PTAS 2.5L 4CIL 188HP AUT R18,2016,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.20,21.30,16.71,12.53,186.00,9.00,7,9
MAZDA,MAZDA3,s 5PTAS 2.5L 4CIL 188HP AUT R16,2016,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.20,21.30,16.71,12.53,186.00,9.00,7,9
MAZDA,MAZDA3,i TOURING 4PTAS 2.5L 4CIL 188HP MAN R16,2017,MAN,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.20,22.10,16.92,12.69,184.00,8.00,7,9
MAZDA,MAZDA3,s 4PTAS 2.5L 4CIL 188HP AUT R18,2017,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.20,21.30,16.71,12.53,186.00,9.00,7,9
MAZDA,MAZDA3,s GRAND TOURING 4PTAS 2.5L 4CIL 188HP AUT R18,2017,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.20,21.30,16.71,12.53,186.00,9.00,7,9
MAZDA,MAZDA3,i TOURING 5PTAS 2.5L 4CIL 188HP AUT R16,2017,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.20,21.30,16.71,12.53,186.00,9.00,7,9
CHEVROLET,CRUZE,4PTS 1.4L 4CIL 138HP AUT TURBO,2014,AUT,Gasolina,4,138,1.4,AUTOS COMPACTOS,14.16,22.70,17.05,12.78,182.00,16.00,8,8
DODGE,DART,4PTS 1.4L 4CIL 160HP AUT TURBO,2013,AUT,Gasolina,4,160,1.4,AUTOS COMPACTOS,14.12,22.42,16.94,12.71,183.00,31.00,7,6
HONDA,FIT,LX 5PTS 1.5L 4CIL 118HP MAN,2011,M5,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.10,18.30,15.72,11.79,198.00,11.00,7,9
HONDA,FIT,LX 5PTS 1.5L 4CIL 118HP AUT,2011,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.10,19.60,16.14,12.10,193.00,16.00,7,8
HONDA,FIT,EX 5PTS 1.5L 4CIL 118HP MAN,2011,M5,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.10,18.30,15.72,11.79,198.00,11.00,7,9
HONDA,FIT,EX 5PTS 1.5L 4CIL 118HP AUT,2011,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.10,19.60,16.14,12.10,193.00,16.00,7,8
HONDA,FIT,EX 5PTS 1.5L 4CIL 118HP AUT,2012,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.10,19.60,16.14,12.10,193.00,16.00,7,8
HONDA,FIT,EX 5PTS 1.5L 4CIL 118HP MAN,2012,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.10,18.30,15.72,11.79,198.00,11.00,7,9
HONDA,FIT,LX 5PTS 1.5L 4CIL 118HP AUT,2012,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.10,19.60,16.14,12.10,193.00,16.00,7,8
HONDA,FIT,LX 5PTS 1.5L 4CIL 118HP MAN,2012,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.10,18.30,15.72,11.79,198.00,11.00,7,9
HONDA,FIT,LX 5PTS 1.5L 4CIL 118HP MAN,2013,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.10,18.30,15.72,11.79,198.00,11.00,7,9
HONDA,FIT,LX 5PTS 1.5L 4CIL 118HP AUT,2013,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.10,19.60,16.14,12.10,193.00,16.00,7,8
HONDA,FIT,EX 5PTS 1.5L 4CIL 118HP MAN,2013,MAN,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.10,18.30,15.72,11.79,198.00,10.00,7,9
HONDA,FIT,EX 5PTS 1.5L 4CIL 118HP AUT,2013,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.10,19.60,16.14,12.10,193.00,20.00,7,7
MAZDA,MAZDA3,HATCHBACK 5PTS 2.5L 4CIL 185HP AUT,2014,AUT,Gasolina,4,185,2.5,AUTOS COMPACTOS,14.10,21.10,16.57,12.43,188.00,9.00,7,9
MAZDA,MAZDA3,HATCHBACK 5PTS 2.5L 4CIL 188HP MAN,2015,MAN,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.10,21.70,18.11,13.59,172.00,9.00,8,9
MAZDA,MAZDA3,SEDAN 4PTS 2.5L 4CIL 188HP MAN,2016,MAN,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.10,21.50,18.06,13.55,172.00,9.00,8,9
MAZDA,MAZDA3,HATCHBACK 5PTS 2.5L 4CIL 188HP AUT,2016,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.10,21.00,17.93,13.44,173.00,9.00,8,9
MAZDA,MAZDA6,SEDAN 4PTAS 2.5L 4CIL 185HP AUT,2016,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.10,20.60,16.43,12.33,189.00,5.00,7,9
MAZDA,MAZDA3,s 5PTAS 2.5L 4CIL 188HP MAN R16,2016,MAN,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.10,21.70,16.74,12.55,186.00,8.00,7,9
MAZDA,MAZDA3,s GRAND TOURING 5PTAS 2.5L 4CIL 188HP AUT R18,2016,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.10,21.00,16.55,12.41,188.00,9.00,7,9
MAZDA,MAZDA3,s 4PTAS 2.5L 4CIL 188HP MAN R18,2017,MAN,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.10,21.50,16.68,12.51,186.00,8.00,7,9
MAZDA,MAZDA3,i TOURING 5PTAS 2.5L 4CIL 188HP MAN R16,2017,MAN,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.10,21.70,16.74,12.55,186.00,8.00,7,9
MAZDA,MAZDA3,s 5PTAS 2.5L 4CIL 188HP AUT R18,2017,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.10,21.00,16.55,12.41,188.00,9.00,7,9
MAZDA,MAZDA3,s GRAND TOURING 5PTAS 2.5L 4CIL 188HP AUT R18,2017,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.10,21.00,16.55,12.41,188.00,9.00,7,9
MAZDA,MAZDA6,i SPORT 4PTAS 2.5L 4CIL 188HP AUT R17,2017,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.10,20.60,17.81,13.36,175.00,5.00,8,9
FORD,FOCUS,HATBACHBACK 5PTAS 2.0L 4CIL 160HP MAN,2017,MAN,Gasolina,4,160,2.0,AUTOS COMPACTOS,14.10,22.10,16.84,12.63,185.00,18.00,7,8
FORD,FOCUS,SEDAN 4PTAS 2.0L 4CIL 160HP MAN,2017,MAN,Gasolina,4,160,2.0,AUTOS COMPACTOS,14.10,22.10,16.84,12.63,185.00,18.00,7,8
FORD,FOCUS,4/5PTAS 2.0L 4CIL 160HP MAN,2018,MAN,Gasolina,4,160,2.0,AUTOS COMPACTOS,14.10,22.10,16.84,12.63,185.00,18.00,7,8
MERCEDES,B 180,5PTAS 1.6L 4CIL 122HP TURBO AUT,2018,AUT,Gasolina,4,122,1.6,AUTOS COMPACTOS,14.08,20.41,17.75,13.31,175.00,12.00,8,9
MERCEDES,B 180,CGI 5PTAS 1.6L 4CIL 122HP AUT TURBO,2016,AUT,Gasolina,4,122,1.6,AUTOS COMPACTOS,14.08,20.41,17.75,13.31,175.00,12.00,8,9
MERCEDES,A180,CGI 5PTS 1.6L 4CIL 121HP AUT TURBO,2013,AUT,Gasolina,4,121,1.6,AUTOS COMPACTOS,14.08,22.22,18.23,13.68,170.00,12.00,8,9
MERCEDES,A200,CGI 5PTS 1.6L 4CIL 154HP AUT TURBO,2013,AUT,Gasolina,4,154,1.6,AUTOS COMPACTOS,14.08,22.22,18.23,13.68,170.00,12.00,8,9
KIA,FORTE,4PTAS 2.0L 4CIL 150HP MAN,2018,MAN,Gasolina,4,150,2.0,AUTOS COMPACTOS,14.08,20.63,17.81,13.36,175.00,27.00,8,?
FORD,FOCUS,4/5PTS 2.0L 4CIL 160HP MAN,2015,MAN,Gasolina,4,160,2.0,AUTOS COMPACTOS,14.07,21.93,16.77,12.58,185.00,19.00,7,8
HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP AUT,2011,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.00,19.60,16.07,12.05,194.00,13.00,7,8
HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP AUT,2011,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.00,19.60,16.07,12.05,194.00,13.00,7,8
HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP AUT,2012,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.00,19.60,16.07,12.05,194.00,13.00,7,8
HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP AUT,2012,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.00,19.60,16.07,12.05,194.00,13.00,7,8
HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP AUT,2013,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.00,19.60,16.07,12.05,194.00,13.00,7,8
HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP AUT,2013,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.00,19.60,16.07,12.05,194.00,13.00,7,8
HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP CVT,2014,CVT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.00,21.40,17.96,13.47,173.00,5.00,8,9
HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP CVT,2014,CVT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.00,21.40,17.96,13.47,173.00,5.00,8,9
HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP CVT,2016,CVT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.00,21.40,17.96,13.47,173.00,5.00,8,9
HONDA,CITY,EX 4PTS 1.5L 4CIL 118HP CVT,2016,CVT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.00,21.40,17.96,13.47,173.00,5.00,8,9
HONDA,CITY,DX 4PTS 1.5L 4CIL 118HP CVT,2016,CVT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.00,21.40,17.96,13.47,173.00,5.00,8,9
HONDA,CITY,DX 4PTAS 1.5L 4CIL 118HP AUT CVT,2017,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.00,21.40,17.96,13.47,173.00,5.00,8,9
HONDA,CITY,EX 4PTAS 1.5L 4CIL 118HP AUT CVT,2017,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.00,21.40,17.96,13.47,173.00,5.00,8,9
HONDA,CITY,LX 4PTAS 1.5L 4CIL 118HP AUT CVT,2017,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.00,21.40,17.96,13.47,173.00,5.00,8,9
HONDA,CITY,DX 4PTAS 1.5L 4CIL 118HP AUT CVT,2018,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.00,21.40,17.96,13.47,173.00,5.00,8,9
HONDA,CITY,EX 4PTAS 1.5L 4CIL 118HP AUT CVT,2018,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.00,21.40,17.96,13.47,173.00,5.00,8,9
HONDA,CITY,EXL 4PTAS 1.5L 4CIL 118HP AUT CVT,2018,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.00,21.40,17.96,13.47,173.00,5.00,8,9
HONDA,CITY,LX 4PTAS 1.5L 4CIL 118HP AUT CVT,2018,AUT,Gasolina,4,118,1.5,AUTOS COMPACTOS,14.00,21.40,17.96,13.47,173.00,5.00,8,9
MAZDA,MAZDA6,i GRAND TOURING 4PTAS 2.5L 4CIL 188HP AUT R19,2016,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.00,20.40,17.68,13.26,176.00,5.00,8,9
MAZDA,MAZDA6,i GRAND TOURING 4PTAS 2.5L 4CIL 188HP AUT R19,2017,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.00,20.40,17.68,13.26,176.00,5.00,8,9
MAZDA,MAZDA6,i GRAND TOURING PLUS 4PTAS 2.5L 4CIL 188HP AUT R20,2017,AUT,Gasolina,4,188,2.5,AUTOS COMPACTOS,14.00,20.40,17.68,13.26,176.00,5.00,8,9
NISSAN,SENTRA,4PTS 1.8L 4CIL 129HP MAN,2017,MAN,Gasolina,4,129,1.8,AUTOS COMPACTOS,13.90,22.10,16.69,12.51,186.00,15.00,7,8
MAZDA,MAZDA3,HATCHBACK 5PTS 2.5L 4CIL 188HP MAN,2016,MAN,Gasolina,4,188,2.5,AUTOS COMPACTOS,13.90,21.20,17.83,13.37,174.00,9.00,8,9
MAZDA,MAZDA3,s 5PTAS 2.5L 4CIL 188HP MAN R18,2017,MAN,Gasolina,4,188,2.5,AUTOS COMPACTOS,13.90,21.20,16.45,12.34,189.00,8.00,7,9
VW,GOLF,SPORTWAGEN TDI 5PTS 2.0L 4CIL 140HP MAN TURBO DIESEL,2012,MAN,Diesel,4,140,2.0,AUTOS COMPACTOS,13.88,21.28,17.83,13.38,200.00,110.00,7,?
VW,JETTA,MKVI TDI 4PTS 2.0L 4CIL 140HP MAN TURBO DIESEL,2012,MAN,Diesel,4,140,2.0,AUTOS COMPACTOS,13.88,21.28,17.83,13.38,200.00,110.00,7,?
VW,GOLF,SPORTWAGEN TDI 5PTS 2.0L 4CIL 140HP MAN TURBO DIESEL,2013,MAN,Diesel,4,140,2.0,AUTOS COMPACTOS,13.88,21.28,17.83,13.38,200.00,110.00,7,?
VW,JETTA,MKVI TDI 4PTS 2.0L 4CIL 140HP MAN TURBO DIESEL,2013,MAN,Diesel,4,140,2.0,AUTOS COMPACTOS,13.88,21.28,17.83,13.38,200.00,110.00,7,?
VW,JETTA,MKVI TDI 4PTS 2.0L 4CIL 140HP MAN TURBO DIESEL,2014,MAN,Diesel,4,140,2.0,AUTOS COMPACTOS,13.88,21.28,17.83,13.38,200.00,110.00,7,?
MAZDA,MAZDA3,SEDAN 4PTS 2.0L 4CIL 148HP MAN,2011,M5,Gasolina,4,148,2.0,AUTOS COMPACTOS,13.70,20.20,16.02,12.01,194.00,4.00,7,9
SEAT,TOLEDO,SEDAN 4PUERTAS 1.6L 4CIL 105HP MAN,2015,MAN,Gasolina,4,105,1.6,AUTOS COMPACTOS,13.70,22.80,16.70,12.52,186.00,75.00,7,4
RENAULT,STEPWAY,5PTS 1.6L 4CIL 110HP MAN,2011,MAN,Gasolina,4,110,1.6,AUTOS COMPACTOS,13.63,20.47,16.04,12.03,194.00,56.00,7,5
RENAULT,STEPWAY,5PTS 1.6L 4CIL 103HP MAN,2012,MAN,Gasolina,4,103,1.6,AUTOS COMPACTOS,13.63,20.47,16.04,12.03,194.00,56.00,7,5
DODGE,DART,4PTS 1.4L 4CIL 160HP MAN TURBO,2013,MAN,Gasolina,4,160,1.4,AUTOS COMPACTOS,13.63,19.43,15.75,11.81,197.00,31.00,7,6
RENAULT,STEPWAY,5PTS 1.6L 4CIL 103HP MAN,2013,MAN,Gasolina,4,103,1.6,AUTOS COMPACTOS,13.63,20.47,16.04,12.03,194.00,56.00,7,5
RENAULT,STEPWAY,5PTS 1.6L 4CIL 103HP MAN,2014,MAN,Gasolina,4,103,1.6,AUTOS COMPACTOS,13.63,20.47,16.04,12.03,194.00,56.00,7,5
NISSAN,SENTRA,4PTS 2.0L 4CIL 140HP CVT Xtronic,2011,CVT,Gasolina,4,140,2.0,AUTOS COMPACTOS,13.60,19.70,15.80,11.85,197.00,90.00,7,4
NISSAN,SENTRA,4PTS 2.0L 4CIL 140HP CVT XTRONIC,2012,CVT,Gasolina,4,140,2.0,AUTOS COMPACTOS,13.60,19.70,15.80,11.85,197.00,90.00,7,4
NISSAN,JUKE,5PTS 1.6L 4CIL 188HP MAN TURBO,2014,MAN,Gasolina,4,188,1.6,AUTOS COMPACTOS,13.60,18.40,15.41,11.56,202.00,10.00,7,9
NISSAN,JUKE,5PTS 1.6L 4CIL 188HP MAN TURBO,2015,MAN,Gasolina,4,188,1.6,AUTOS COMPACTOS,13.60,18.40,15.41,11.56,202.00,10.00,7,9
NISSAN,JUKE,5PTS 1.6L 4CIL 188HP MAN TURBO,2016,MAN,Gasolina,4,188,1.6,AUTOS COMPACTOS,13.60,18.40,15.41,11.56,202.00,10.00,7,9
VW,GOLF,SPORTWAGEN TDI 5PTS 2.0L 4CIL 140HP DSG TURBO DIESEL,2012,AUT,Diesel,4,140,2.0,AUTOS COMPACTOS,13.51,20.41,17.32,12.99,206.00,92.00,7,?
VW,JETTA,MKVI TDI 4PTS 2.0L 4CIL 140HP DSG TURBO DIESEL,2012,AUT,Diesel,4,140,2.0,AUTOS COMPACTOS,13.51,20.41,17.32,12.99,206.00,92.00,7,?
VW,GOLF,SPORTWAGEN TDI 5PTS 2.0L 4CIL 140HP DSG TURBO DIESEL,2013,DSG,Diesel,4,140,2.0,AUTOS COMPACTOS,13.51,20.41,17.32,12.99,206.00,92.00,7,?
VW,JETTA,MKVI TDI 4PTS 2.0L 4CIL 140HP DSG TURBO DIESEL,2013,DSG,Diesel,4,140,2.0,AUTOS COMPACTOS,13.51,20.41,17.32,12.99,206.00,92.00,7,?
MITSUBISHI,LANCER,4PTS 2.0L 4CIL 152HP MAN,2015,MAN,Gasolina,4,152,2.0,AUTOS COMPACTOS,13.51,18.86,16.88,12.66,184.00,6.00,7,9
MITSUBISHI,LANCER,4PTS 2.0L 4CIL 152HP CVT,2015,CVT,Gasolina,4,152,2.0,AUTOS COMPACTOS,13.51,18.86,16.88,12.66,184.00,9.00,7,9
